username,followers,created_at,tweet_text
kareemi_zaigam,62,2020-03-24 11:20:39,"@IndiGo6E I want to cancel my flight PNR SLKWHT due to outbreak of #COVID2019, kindly do the needful as on website… https://t.co/X7fFfyC9on"
gulabkiani,1603,2020-03-24 11:20:39,"How about converting all mosques,churches &amp; temples into quarantine centers and molvis,priests &amp; pundits be  made a… https://t.co/KxXxR9cuEU"
Ervaakdemr,34,2020-03-24 11:20:38,"Boringgg... 
#koronaturkiye  #kendiohalimiilanettim #Koronovirus  #COVID2019 #coronatuerkiye https://t.co/rckxWDxIub"
Inspire_us01,24804,2020-03-24 11:20:38,"this is the perfect time for this 👊

#TuesdayMotivation #COVID2019 https://t.co/TemF6xaTEj"
jujuboyme,974,2020-03-24 11:20:37,Prevention is better than cure.. Let’s all take key note of these preventive measures and make sure we practice the… https://t.co/2jXcYFuYDs
AkandaBurhan,1,2020-03-24 11:20:29,"Awareness activists 
#COVID2019 
I will give Mask 
#StayAtHomeSaveLives https://t.co/vuxLuuAegl"
onlinebusses,57,2020-03-24 11:20:29,Book Your Bus Online from Chennai to Banglore with https://t.co/xYAeIXhORO with cheapest fare and get discount. Fin… https://t.co/BDLlZIxJYA
Typheeen,165,2020-03-24 11:20:28,"🐦Confined and on social media🐦

👉Locked in with small talks🦂

#COVID2019
#Quarantine"
iamjavedafridi,23,2020-03-24 11:20:22,"May Allah show his mercy on us
Abhe tk #COVID2019 se azadi nhe mile k #hantavirüs  b agya 😱🤦‍♂️ https://t.co/NrtvvcvqYO"
leahfrh,31,2020-03-24 11:20:22,Isn’t it weird that people living paycheck to paycheck are supposed to have months worth of savings for emergencies… https://t.co/qlolN1G92R
writankarmET,1220,2020-03-24 11:20:13,@amazonIN shuts sales of all products except the essentials #COVID2019
yigit_34_34,1086,2020-03-24 11:20:13,"Corona -19 S Plus (: 
#vaka1539 #COVID2019 #CoronaVirusUpdate https://t.co/0U1DSwDaYA"
SunjayJK,6784,2020-03-24 11:20:12,"@realDonaldTrump What a #Modi:
First triggers racist attacks on East #AsianAmericans, by terming #COVID2019 as… https://t.co/sUWt0cBHIn"
Isellmpls,24937,2020-03-24 11:20:10,"Yesterday the #IdiotInChief once again outdid himself stating everyone needs to go back to work. 

Maybe if he was… https://t.co/MvCTPkZdg3"
iabdullahmalik_,117,2020-03-24 11:20:05,Tb🔙 to normal days when everything around us was positive. Hope those days come back real soon❤️ #VillageVisit… https://t.co/hjSNqy8jqG
stitcholla,39,2020-03-24 11:19:57,So he asked for 120k. I bet you it wasn't for him only. It was going to be split among some folks. You're allowed t… https://t.co/wFiRrYKxbJ
NayanimaBasu,3561,2020-03-24 11:19:55,"EXCL: Indians, mostly students and pilgrims, will be brought back in two batches — the first batch will arrive Tues… https://t.co/Hz235CUOKj"
mapsofworld,5129,2020-03-24 11:19:55,"#updates | #COVID | Pakistan deploying army to assist with Covid-19 outbreak

https://t.co/Hw4MzYfkaI
#Corona #COVID2019"
rashsyed25,42,2020-03-24 11:19:55,"After 7 days of quarantine.
Me :
.
.
.
.
#StayAtHome #StayHome
#StayAtHomeChallenge
#COVID19 #COVIDー19
#coronavirus… https://t.co/Q2ZJbY6VNN"
erkeshav04,1563,2020-03-24 11:19:53,Day 3 at home 🏠 Stay Home Stay Safe #LockdownNow #StayHome #11DayChallenge #StayAtHomeChallenge… https://t.co/fkMDhxZv24
DirkSoeterik,3710,2020-03-24 11:19:52,My kid is a superhero. @heyitsainsley #COVID2019 https://t.co/8BFNZOLkg5
StartLivingTday,1264,2020-03-24 11:19:50,"Took myself for a walk. . . Day 843 of Self isolating! Or as I call it “Living on The Lizard!” 😁 

#UKlockdown… https://t.co/fBfpM7N7Ke"
BlueFireSeven,46,2020-03-24 11:19:42,"In #Coranovirus time, I'm sending #love and #hugs to all #PassiveAggresive and those living with them, #Goodluck th… https://t.co/LppgQttEzJ"
mapsofworld,5129,2020-03-24 11:19:36,"@ReutersUK #updates | #COVID 

Pakistan deploying army to assist with Covid-19 outbreak

https://t.co/Hw4MzYfkaI
#Corona #COVID2019"
ians_india,33144,2020-03-24 11:19:36,The #WestBengal government on Tuesday announced it will put the entire state under #lockdown till March 31 as a pre… https://t.co/ySkZ1f8Y68
TheIndia_co_in,1061,2020-03-24 11:19:31,Uttar Pradesh government announced lockdown in all the 75 districts of the state till 27th March 2020. -22/n… https://t.co/Nd1cBumjqj
HasnainAchoali,43,2020-03-24 11:19:31,*Altaf Bhai hearing #Hantavirus after #COVID2019 . https://t.co/rWx2HFN973
m143454,16,2020-03-24 11:19:26,@Zomato @ZomatoIN These guys are also #fraud . Just advertising himself as helpful but in reality they are closed i… https://t.co/c7TjvnXpKM
Jenn_Huber_ND,2743,2020-03-24 11:19:24,"If you’re feeling overwhelmed about how to eat during these crazy times, focus on what is necessary. Practice… https://t.co/U3NuaLlGk9"
moneycontrolcom,763750,2020-03-24 11:19:22,"#CoronavirusPandemic | The impact of #COVIDー19 on TV advertising is estimated to be around 10-12% in Q4FY20, and th… https://t.co/xK268XRDGT"
ZeeshanSidd,37,2020-03-24 11:19:10,"Keep using daily
#COVID19Pakistan 
#Italy 
#COVID2019 
#lockdown https://t.co/gIJGR81I2G"
dna_nat,404,2020-03-24 11:19:09,"Coronavirus saf we no dey see top na hantavirus... what is all this🥺🤦🏻‍♂
#LockdownNow 
#COVID2019 
#hantavirüs"
Dgreat_Paopao,19,2020-03-24 11:19:06,"Dear Lord. Pls reset the 2020! Pls heal our land!😰🙏
#Hantavirus
#COVID2019"
AlakhKranti,79,2020-03-24 11:19:01,"@RahulGandhi should listen to what @WHO is saying about the measures taken by @PMOIndia to contain the #COVID2019
H… https://t.co/P7InmRrxIX"
OrrLitchfield1,19,2020-03-24 11:19:01,"#UK #Government announced broad new #measures yesterday evening aimed at trying to ensure that, save in certain spe… https://t.co/UB3jwiluVP"
aman1787,105,2020-03-24 11:19:01,Apart from #CoronavirusLockdown #SocialDistanacing india should also start preparing on constructing hospital on th… https://t.co/j5DQGxI2b7
gurkirat_tweets,13,2020-03-24 11:19:00,"Amritsar is the one of the most visited place in the world 
Per day 2 lakh people's visited in Amritsar but during… https://t.co/YkiAOj0Tcd"
Piyushchowrasia,3,2020-03-24 11:18:56,I was still confuse why people doing party politics in this situtation. If someone was doing great work we should a… https://t.co/bpbJr6L45Z
BracknellForest,12291,2020-03-24 11:18:54,Smoking makes the impact of #coronavirus worse. There has never been a better time to quit smoking. Need FREE help?… https://t.co/QmLEK4Dnjl
BFC_Health,2587,2020-03-24 11:18:51,Smoking makes the impact of #coronavirus worse. There has never been a better time to quit smoking. Need FREE help?… https://t.co/5EFWai5R6h
tymwol,342,2020-03-24 11:18:43,"The #COVID2019 #SocialDistancing would not have big impact on the IT industry, since we already got used to seeing… https://t.co/vIAXH36zNr"
RNemala,564,2020-03-24 11:18:41,Authorities urged to lock #Papua down following first two confirmed COVID-19 cases. #coronarvirus #COVID2019… https://t.co/CLdutDRSQa
sethiashish6,4547,2020-03-24 11:18:37,"#Coronavirus from Bats was first detected in Saudi Arabia way back in 2013 which was named MERS-Coronavirus. 

This… https://t.co/k4PIy7IhI3"
naman_kishore,14,2020-03-24 11:18:36,"Bravo! Now that's what we call battling #COVID2019 in India
@narendramodi @drharshvardhan 
@ARanganathan72 https://t.co/dJXjjxc6c2"
ANINewsUP,275726,2020-03-24 11:18:30,Bareilly: Police arrested 70 people today for allegedly violating the Section 144 of CrPC imposed in the state due to #COVID2019.
ANNYTV1,44,2020-03-24 11:18:28,"SERIOUSLY!!

#Corona hasn't stopped #Americans from partying.

#COVIDー19 #OvadoseRadio #StayHome Italy #Hantavirus… https://t.co/T4dpVgJbSV"
maryamzfmy,1168,2020-03-24 11:18:24,"It‘s not a joke anymore. We are literally trying to survive.
#COVID2019"
BoyalVijay,141,2020-03-24 11:18:24,After #COVID2019 a new virus born #Hantavirus 😟 https://t.co/IgEsRo9KqO
leiReader,148,2020-03-24 11:18:20,"@Debbyk65 protect the world Lord #COVID2019 is too much for your people, heal and protect your children 🙏🏻"
WXappraiser,94,2020-03-24 11:18:20,"Question:  Who's the favorite cartoon character of Environmental Activist Greta Thunberg?

Answer: Winnie the Pooh🤔… https://t.co/UVXZL8Nwgn"
IamEstaKimani,568,2020-03-24 11:18:18,"@wmnjoya We were forced to spend the night in the cold on the concrete at Kenya School of Govt, a designated quaran… https://t.co/hVLJk7IweB"
asharma9887,354,2020-03-24 11:18:16,"3 new positive cases of COVID19 found in #Phillaur city of #Jalandhar district 

#CoronavirusPandemic… https://t.co/uviUMQtpY3"
muhitreza,544,2020-03-24 11:18:16,"Mr Pres @realDonaldTrump 

Ask answers from @MFA_China about #COVID2019 

#LockdownNow 

How arrested #Wuhan doctor… https://t.co/GpzRGJ73wU"
trackingcorona,1842,2020-03-24 11:17:50,while admonishing young Americans who are still crowding on beaches from coast to coast for not taking national cal… https://t.co/S5F1bch0Fb
natashadevan,1813,2020-03-24 11:17:33,True colours are coming out and they are coming out fast. If you’re running a major business and you can afford to… https://t.co/G7IXD6DuIg
ZeeshanSidd,37,2020-03-24 11:17:27,"Only Allah can help us
#COVID19Pakistan 
#COVID2019 
#LockdownNow https://t.co/sNhW4sKctW"
TFMOman,168,2020-03-24 11:17:25,Beware of fake and non certified products irges @OmaniMOH #COVID2019 #CoronavirusPandemic #coronavirusupdate… https://t.co/AwaseyX8bs
DunyaNews,2009103,2020-03-24 11:17:18,"Punjab CM Usman Buzdar holds press conference
Watch live: https://t.co/tK0R2nFKnU
#DunyaUpdates #DunyaNews… https://t.co/wXxioTQdur"
GnazzoPromotion,1678,2020-03-24 11:17:18,"Gov. Ridge compared #coronavirusto to 9/11. “We’re in a better position psychologically &amp; hopefully, emotionally to… https://t.co/g9Jh7y2n6j"
LsLnly,174,2020-03-24 11:17:16,To those DDS and ANTIDUTERTE. Stop this arguement!!! #LockdownNow #StayHome #COVID2019 #COVIDActNow
samirsaran,43676,2020-03-24 11:17:14,Small mercies 🙏🏽 #COVID2019 https://t.co/NWHWD8IiH7
warriorwomanpd,28,2020-03-24 11:17:13,"@thismorning
Treat from my favourite band #COVID2019 #StayAtHome
https://t.co/Ms1IxjG1Nm"
9873sumit,5,2020-03-24 11:16:52,"Ye india h ,, there is anything possible
#LockdownNow  #COVID2019 #StayHome #StayAtHomeSaveLives https://t.co/SidmswPlL6"
NafisaYakubu01,14709,2020-03-24 11:16:50,"To prevent covid-19, it is safe to avoid physical contact when greeting. Safe greetings include a wave, a nod, or a… https://t.co/9C55uMAAeU"
eHanddryer,495,2020-03-24 11:16:48,We urge everyone to wash their hands frequently. Dry them thoroughly – damp hands can harbour bacteria. Use either… https://t.co/04vn5zqLwK
s_schaudhry,12,2020-03-24 11:16:38,"Hey @Eminem, while in this quarrentine,  could you diss someone else. It is getting pretty boring and there are pre… https://t.co/VwbkiPqgzA"
manmeetdawar,194,2020-03-24 11:16:33,"@BabbarVironica lets do it. 
Who all are up for it?? DM and lets have virtual #chaipecharcha #COVIDー19 #COVID2019… https://t.co/t9Din01ehj"
madhur_kushwah,105,2020-03-24 11:16:27,"....And it's raining. Perhaps, the god of death is not happy with humans. I hope we be N and not L.… https://t.co/fjkKdKXqIm"
moneycontrolcom,763750,2020-03-24 11:16:25,#CoronavirsLockdown | Police have booked &amp; arrested people for violating #lockdown norms across India. Here are leg… https://t.co/RWqsvZI03z
rajshekharTOI,18459,2020-03-24 11:16:23,"No cause for alarm about newspapers, doctors say unanimously. 

The newspaper vendors are on the job to ensure you… https://t.co/42g4cRw45m"
ians_india,33144,2020-03-24 11:16:19,"#US President #DonaldTrump, who has come under fire for labelling the #novelcoronavirus as the ""Chinese virus"", sai… https://t.co/lSWgyFRW1q"
MalickAnjum,59,2020-03-24 11:16:16,"Shahbaz sharif just donated 10,000 health kits to doctors❤️❤️❤️
#PakistanFightsCorona #StayAtHomeSaveLives #COVID19Pakistan #COVID2019"
A1pha_chimp,21,2020-03-24 11:16:11,"To all those people panic buying, please make sure you stock up on condoms so you don’t reproduce any more fucking… https://t.co/Qfv1keNc2R"
Raza_Mohamed,225,2020-03-24 11:16:10,"""Change is the only immutable""  
""மாற்றம் ஒன்றே மாறாதது""
- Heraclitus (Weeping Philosopher)

All of this will chang… https://t.co/3qnuEMv8Zh"
RGolanski,875,2020-03-24 11:16:06,"When you say the #eu isn’t doing anything about #COVID2019 , think again.... https://t.co/C5eXzZvxrZ"
TFMOman,168,2020-03-24 11:16:05,Free rooms at the disposal of @OmaniMOH #COVID2019 #CoronavirusPandemic #coronavirusupdate https://t.co/wZ3AraOith
WendyAnnAger,6805,2020-03-24 11:16:04,"In 2018 1682 people https://t.co/XZoMbY2xN5 of ‘normal flu’ in a year. In about 2 weeks 2,000+ people have died of… https://t.co/aXCmzy6Tyo"
JhayJhonnie,124,2020-03-24 11:16:03,We always purchase made in China goods without knowing our deaths will also be a MADE IN CHINA product😥😪#Hantavirus… https://t.co/WAEId7gcAW
saibharadwaj,1224,2020-03-24 11:16:02,"When are the first humans (tested - ve for corona) going to Mars? @elonmusk

#COVID2019"
TahalkaToday,638,2020-03-24 11:15:59,68 possibly infected #COVID2019 patients are presently admitted in hospitals. More than 2800 have been brought to t… https://t.co/8rrIOWEWZW
anishsingh21,1412,2020-03-24 11:15:59,Bihar’s Aurangabad MP Sushil Kumar Singh writes letter to district panning officer to release Rs 1 crore from his M… https://t.co/AdueNbZZ3o
thesobansajid,126,2020-03-24 11:15:49,"Is it end of the World ?
#COVID2019"
cloud_runn3r,28,2020-03-24 11:15:48,"TEST, TEST, TEST!
If testing and contact tracing are key to controlling the #COVID2019 outbreak, why aren't they be… https://t.co/4xTblYAZVW"
gangsta_officer,40,2020-03-24 11:15:42,Why do my Parents still walk in my room and stare at me with disappointment like if you want me to do now? find a C… https://t.co/3PHQdu74DJ
TheDailyPioneer,20244,2020-03-24 11:15:34,"#BREAKING : Fighting Corona on land, Indian Navy tracks Pakistani, Chinese Navy movements in seas. #IndianNavy… https://t.co/XoN0K4G72P"
CarlosOrt5,21,2020-03-24 11:15:30,The key that explains the correlation between the tests performed and the death rate #COVID2019 #COVID #coronavirus… https://t.co/NWo5OKbAsp
SDonevant,289,2020-03-24 11:15:28,"""Soldiers in Spain found nursing home patients abandoned."" This is absolutely heartbreaking. What are we becoming?… https://t.co/7tbIgnl1Lq"
SJVatsal,3393,2020-03-24 11:15:27,"My Blog-Shankhnaad- Scientific studies show it creates positive &amp; conductive atmosphere. 
Link-… https://t.co/mxMnUD04WV"
m143454,16,2020-03-24 11:15:17,@swiggy_in These giys are just taking advantages and advertising himself as #humanitarian but in reality they are c… https://t.co/flNf8P1Vge
CoronaDiaries,29,2020-03-24 11:15:13,"Walking through the nature, passing quiet villages and encountering only a few people strolling, hiking, or (e-)mou… https://t.co/XmtF5VzobG"
asharma9887,354,2020-03-24 11:15:11,"Temperature dips, Facing the same in the time of global #pandemic , gusting #wind continue 
#weather  
#Noida #NCR… https://t.co/beMH4G3QmG"
sehzad_77,15,2020-03-24 11:15:11,Good work @sp_bharuch  Thank you 🙏 #COVID2019
TFMOman,168,2020-03-24 11:15:05,Follow rules urges Ministry of Manpower #CoronavirusPandemic #coronavirusupdate #COVID2019 #oman @OmanVSCovid19 https://t.co/Kw4q0nuRmI
PrakashGaurav16,10,2020-03-24 11:14:59,Why on earth man can eat bats it's really insane &amp; with these bizarre thing hav the consequences by putting other p… https://t.co/jJ9i9CEoE4
mapsofworld,5129,2020-03-24 11:14:41,"#UPDATE | #Corona | First Coronavirus death reported in Hawaii

https://t.co/Hw4MzYfkaI
#COVID #COVID2019"
markyexplorer01,582,2020-03-24 11:14:39,"Thank you, Lord for this great news. Yehey!!! Thank you to our unsung heroes, our dearest frontliners for undying w… https://t.co/bT3RAk8a7F"
CInvestwell,54,2020-03-24 11:14:38,"Best Asset classification these days,

1. Health Asset
2. Other Asset

If you have 1st numbered asset with you then… https://t.co/zfqLGErTM3"
anjali_kalia,456,2020-03-24 11:14:37,Happy to hear that the corona virus 🦠 in the form of protests has been removed!!!! #COVIDIDIOTS #COVID2019… https://t.co/209f6FfE2V
mapsofworld,5129,2020-03-24 11:14:36,"@AJEnglish #UPDATE | #Corona | First Coronavirus death reported in Hawaii

https://t.co/Hw4MzYfkaI
#COVID #COVID2019"
IndiaAboriginal,1612,2020-03-24 11:14:34,"@JimDaiez How &amp; why #COVID2019
#hantavirus spreaded in China 
 #Hantavirus #Hantavirusinindia 
#hantavirusinindia #HantavirusInIndia    😢"
MitulKanzariaMD,1010,2020-03-24 11:14:32,"New figures from @NEJM discussing ethical guidelines for resource selection during #COVID2019  pandemic. 

It all m… https://t.co/64HxDoGle9"
nppa_india,9239,2020-03-24 11:14:24,"No self medication please.
Consult your doctor.
Courtesy Mizoram Pharmacists Association

#PIB 
#COVID2019 https://t.co/6dbsblagVw"
missuses,21,2020-03-24 11:14:04,"Globally within the past hour…
👥Cases: 5753
💀Dead: 391
🤸‍♂️Recovered: 457
#corona #coronavirus #covid2019 #covid19 #news"
osama_warsii,22,2020-03-24 11:13:59,"Economy was in ICU before Corona outbreak,It will be on life support system post nation wide lockdown.I can smell f… https://t.co/vmpSHGsaUS"
bhupendravsingh,646,2020-03-24 11:13:56,"What is this @ArvindKejriwal ji ? Is this how we r gonna fight #COVID2019 ?

They may nit die because of #Corona bu… https://t.co/CL16Hd38T6"
NasirDaniyal,124,2020-03-24 11:13:55,"Meaning is, If you don't stay at home this will go inside you.
#Covid19India #COVIDIOTS #COVID2019… https://t.co/rG875t95ha"
JaneMoore444,363,2020-03-24 11:13:54,"I could be infected.. I'm not afraid
#covid19italy #COVID2019"
sanket_daksha,4858,2020-03-24 11:13:40,"Both virus be like 🙏🏽
#COVID2019 #Hantavirus https://t.co/CBkYLZbchs"
Dj_dharmil,4,2020-03-24 11:13:37,"@Deep1502, @projon_0590, @hiralvyas1983,  @SterlingAccuris    #StayHomeStaySafe because #bimaribolkenahiaati , keep… https://t.co/suN8abzUK5"
BhattMohamin,10,2020-03-24 11:13:37,"This Is Mohamin
He doesn't goes outside and spends time with parents 
He also makes tea for them.
Mohamin is a good… https://t.co/ofNYXA0KGf"
enviannotations,421,2020-03-24 11:13:33,Upkeep of Captive Animals in Zoo #Covid19India #Covid_19india #COVID2019 https://t.co/GLOM4rnjA7
IrshadAhmedKak4,23,2020-03-24 11:13:30,"This is a small Tribute to Our #NationalHero 
#Dr_Usama_Shaheed who lost his life in so young age fighting corona w… https://t.co/SbfWIzZBLI"
ANINewsUP,275726,2020-03-24 11:13:27,68 possibly infected #COVID2019 patients are presently admitted in hospitals. More than 2800 have been brought to t… https://t.co/ba3uzPAbgS
F42541,0,2020-03-24 11:13:24,"#StayAtHomeSaveLives #StayHome #COVID2019 #lockdown #Corona #StaySafe
@narendramodi
@ArvindKejriwal 
@NitishKumar… https://t.co/1Gd6ofc1R1"
ParisianGirlAmy,5368,2020-03-24 11:13:22,"#BREAKING: Spain’s Coronavirus death toll has increased by 514 to more than 2,600😭😭😭

Hospitals in #Spain reached t… https://t.co/MIKl5xP3ol"
gauravbsharma,662,2020-03-24 11:13:19,Once upon a time people used to post their travel pics on social media #COVID2019
OfficialGNIDA,4588,2020-03-24 11:13:18,Eco Village 2 society market and all other such society markets in #GreaterNoida west are being thoroughly sanitize… https://t.co/gUETIwD6gx
riazhuss,469,2020-03-24 11:13:12,"""And we have sent you (O Muhammad) not but as a mercy for the Aalameen (mankind, jinns and all that exists)""… https://t.co/KKtTiPhqKj"
Ecolinnit,245,2020-03-24 11:13:08,Office ready for 10th day of quarantine! 🤪 #StayAtHomeSaveLives #COVIDー19 #COVID2019 https://t.co/DZ4vH3RQCd
DDUttarPradesh,3044,2020-03-24 11:13:00,"PLEASE RETWEET -
#CoronaVirus | #COVID2019 | #COVID19 #coronavirusindia #CoronavirusOutbreak https://t.co/HRvXbmgNuy"
thetruthone_com,12,2020-03-24 11:12:56,British glass artist @lukejerram sculpts #COVID2019 to illustrate research on it. https://t.co/gJQxt3hLm1
_J_B_S_,372,2020-03-24 11:12:50,"I get tested... it’s negative, then a week later I get sick, can I get tested again? I can? Cool, but then that tes… https://t.co/B8WSFTLHbm"
ThapaAJ,77,2020-03-24 11:12:48,"Also regarding this #COVID2019 #lockdown, the longer you don’t comply, the longer the lockdowns will have to contin… https://t.co/AAvoQNJd5z"
HPRC_NUIG,1085,2020-03-24 11:12:44,Breastfeeding during #COVID2019 safe when you take some simple precautions. https://t.co/ki3C1DMauV
dassnikhil,980,2020-03-24 11:12:39,"#quarantine #isolation gvs n insight 
That #Work 
Going to #work is INTRINSIC N inherent property of A #human body… https://t.co/lIhVZ1RqyP"
yetanothersid,37,2020-03-24 11:12:35,This year's 'Google year in review' is gonna be horrific. #COVID2019
jishubhai,291,2020-03-24 11:12:17,@srivatsayb Sunday Feku 🇮🇳was 👏 thali dancing in the name of doctors &amp; health workers. Today they r refused by hous… https://t.co/cYtXTtWvIy
UsamaMu30904151,95,2020-03-24 11:11:53,How many rich people who were throwing lavish parties punished like this? Is humiliation and indignity only reserve… https://t.co/0z76aALSRM
mapsofworld,5129,2020-03-24 11:11:49,"@AJEnglish #UPDATE | #Corona | Vietnam closes Ho Chi Minh due to Coronavirus outbreak 

https://t.co/Hw4MzXXJja
#COVID2019"
Engineer_Mark,1059,2020-03-24 11:11:47,"#SELF #QUARANTINE 
#COVID2019 
What do you see???????

I see Toilet Roll 😂😂😂😂😂 https://t.co/VSBaHal8g8"
CollignonPhili3,0,2020-03-24 11:11:43,"UK #coronavirus strategy vs South Corea !

Compare other countries here : 

https://t.co/CTukvZy66h

#COVIDー19… https://t.co/41yfbsDIn2"
loyalwarrior111,2227,2020-03-24 11:11:33,"What the hell is this now #Hantavirus ?? After #COVID2019 ?? 😡😡😡😡

#CoronavirusPandemic https://t.co/tMy3bALAkh"
Sterjackre,33,2020-03-24 11:11:29,"Will we now see automated doors in our homes? 

#sterlingjacksonrealestate #sterjackre #sterlingjackson… https://t.co/ScWKChOfiY"
pastaxoxoxo,51,2020-03-24 11:11:17,"If you say ""go Karona"" and she doesn't reply with ""karona go"",she ain't the one King!
#COVID2019 #TuesdayThoughts #StayAtHomeSaveLives"
kevin_town,721,2020-03-24 11:11:13,"According to @UNHABITAT,  “the impacts of #COVID2019 could be considerably higher on the urban poor living in slums… https://t.co/osLxeqlsv2"
Sandyqwe,111,2020-03-24 11:11:07,"#ThankYouJCB for stopping the #ShaheenBagh drama.

@KapilMishra_IND @TajinderBagga 

 #WeWillFightCorona… https://t.co/iqzPX09HId"
Abh_Ydv,12,2020-03-24 11:11:06,"More than 100,000 ppl recovered from the #coronavirus globally Let's take a moment and appreciate all those doctors… https://t.co/eEsezp0cal"
CoronaDiaries,29,2020-03-24 11:11:06,"The long-awaited maiden voyage of the van was due last weekend, and it was a welcomed escape from these mind-boggli… https://t.co/PUZBKekK30"
I_FeelSoooGood,199,2020-03-24 11:10:57,Pitega India tabhi toh Seekhega India. Is it a joke for these people. Whole world is facing crises due to… https://t.co/GO1EPFHRUI
makhan92736610,1,2020-03-24 11:10:55,"India should continue #JantaCurfew to avoid massive #COVID2019 Outbreak 

3 days ago Total number of cases were ~30… https://t.co/y2t7FIDWXB"
AayushaAcharya4,1,2020-03-24 11:10:46,Italy has the world's 2nd best health care system or facility where #Nepal ranks 168th. Just imagine the consequenc… https://t.co/NCJR1c2v8c
mapsofworld,5129,2020-03-24 11:10:45,"#UPDATE | #Corona 

WHO warns Covid-19 disease is accelerating 

https://t.co/Hw4MzYfkaI
#COVID #COVID2019"
Hablemos2019,44,2020-03-24 11:10:44,#stop! She is fighting for our lives while you fight for your money! #Corruption #COVID2019 https://t.co/OaeK1nY2RX
TabeenahAnjum,13228,2020-03-24 11:10:34,"#COVID2019 #Rajasthan 

We should help medical &amp; health facilities by cooperating with them

Those who feel they ha… https://t.co/IkccdhczsU"
drsarosh,99,2020-03-24 11:10:32,"Among the High Risk cases in #COVID2019  are:
Elderly
Diabetics
Hypertension and Heart Disease
Chronic Kidney Disea… https://t.co/VqvdPXwDeR"
mapsofworld,5129,2020-03-24 11:10:07,"@TIME @madeleine #UPDATE | #Corona 

WHO warns Covid-19 disease is accelerating 

https://t.co/Hw4MzYfkaI
#COVID2019"
EmaanAshraf666,20,2020-03-24 11:10:00,"Whole World To China #Hantavirus
#COVID2019 https://t.co/TduGqax2HY"
tyq9p,226,2020-03-24 11:09:57,@aflatoon391 @RoflHappu_ @Bro_Balram @BramhRakshas @baklol_chidiya @Mr_Singh86_ @Afsana_An_ @EpicRoflDon @IncKinju… https://t.co/Kq55C2DNtC
ZapKeyIndia,33,2020-03-24 11:09:57,"Beautiful Mumbai under lockdown!
#COVID2019 #mumbailockdown https://t.co/oq5sceuWVA"
WeUttarPradesh,76571,2020-03-24 11:09:53,"If the public will not cooperate in lock down in the state, then a #Curfew will be imposed in the districts.A total… https://t.co/deBIgFQ9L3"
jai_pradhan,74,2020-03-24 11:09:50,"#MikelArteta has recovered from COVID -19! A big boost! @MikelArteta_
#FightAgainstCorona
#COVID2019"
vijaybhakar999,18,2020-03-24 11:09:47,"Citizens use ur common sense stay at home , this dog is much intelligent then us @ashokgehlot51 @RajCMO… https://t.co/6t49VYv9MY"
conf_healthcare,21,2020-03-24 11:09:47,"PANIC ATTACK: The #psychology of #coronavirus fear and how to manage it.
Visit: https://t.co/Hgx3XpH1jt… https://t.co/oEIZfesS2e"
DrAnkitPandeyB1,25,2020-03-24 11:09:46,"In the emergency situation of Corona Virus, all of us doctors are with you and we will always look forward to provi… https://t.co/nsd7EUMvEz"
iamwani_,131,2020-03-24 11:09:45,"It's your road, and yours alone.
Others may walk it with you, but no one can walk it for you.. #rumi… https://t.co/a7pZiK3D9j"
AmyParisian,90,2020-03-24 11:09:41,"#BREAKING: Spain’s Coronavirus death toll has increased by 514 to more than 2,600😭😭

Hospitals in #Spain reached th… https://t.co/rjoIAI0h4T"
Uzair1721,41,2020-03-24 11:09:39,"With each rising case i find myself more close to death. 
#COVID2019 #covidarmenia #StayAtHomeSaveLives #sanitize #Corona #lockdowndays"
zama003,19,2020-03-24 11:09:29,"Both virus be like 🤣🙏🏽
#COVID2019 #Hantavirus https://t.co/6uRSAY5EwT"
thestreamfest,490,2020-03-24 11:09:27,"First episode of Talking Tech - The Nordic view podcast is out! @MakiVentures, @eqtventures &amp; @HeartcoreCap talk on… https://t.co/Ah32xaebqw"
Dnyandev_007,32,2020-03-24 11:09:23,India Government and citizen will fight corona and terminate it.  #COVIDー19 #StayAtHomeSaveLives #COVID2019 #Corona https://t.co/7PsJjpVvxw
amaanbali,191,2020-03-24 11:09:18,I’d be happy to offer my Airbnb in Jammu to be used for Quarantine facilities. Let me know. #IndiaComeTogether #StayHome #COVID2019
heartbeatrrr,11,2020-03-24 11:09:07,where corona affected people is on road... but no one want to touch those... think.. what can happen in India.... w… https://t.co/y3npLlKvXk
theinnovateroom,828,2020-03-24 11:09:05,We were delighted to be part of this great series of webinars developed and produced by @Failte_Ireland to support… https://t.co/p7iph0yocv
harold_geronimo,13608,2020-03-24 11:09:04,Our true character comes out in times of crisis. We see real people now. We also unravel the fake ones. #Covid_19 #COVID2019 #COVIDActNow
FritzieBayrante,280,2020-03-24 11:08:59,"This, for a country that's always on the verge of a nuclear war with its immediate neighbors. 

The rest of the wor… https://t.co/kcxZHX9XkN"
Dharmik5291,30,2020-03-24 11:08:58,"Hantavirus born in China 
So care fully #hantavirus #COVID2019 #StayAtHomeSaveLives"
emir_neer,168,2020-03-24 11:08:50,Very true so please #StayAtHomeSaveLives #COVIDIDIOTS #COVID2019 #Corona #StayHome #N95masks #CurfewInIndia #COVID https://t.co/Z7WqD2rMKT
