username,followers,created_at,tweet_text
Pm237Services,17660,2020-03-24 12:35:05,"#Covid19Cmr
@CameroonPm237 relocates the Inter-ministerial meeting to evaluate the barrier measures to #COVID2019 p… https://t.co/PsjfM9EMbR"
cada_haiti,1944,2020-03-24 12:35:05,"Be optimistic and confident, hopefully you will achieve your vision. #Motivation #COVID2019"
Cecilia18512831,27,2020-03-24 12:35:05,"17 day Emergency 
In Italy we are waiting for results of our drastic measures.
But the war against  #COVID2019 is w… https://t.co/Fk9o8nJ8RZ"
FutureJohan,55,2020-03-24 12:35:01,"#corona destroyer or savior?
#COVID2019 #COVIDー19 #ClimateCrisis #CO2 https://t.co/w8X1UheBMr"
Iain2017,5,2020-03-24 12:34:58,@BorisJohnson so we can't go to the park and meet people but we can go to work? Really? You need to be more clear a… https://t.co/L1fBqjBj28
SilviaBellrock,1313,2020-03-24 12:34:58,$ADBE showing relative strenght - trying to reclaim the EMAs. In the #COVID2019 situtation is this company valuable… https://t.co/kw2ZC5aIy0
ONGSEONGWU_PH,2854,2020-03-24 12:34:55,"#COVID2019 Reminders ✨

You can wash your hands to the tune of #GRAVITY chorus (x2).

#ONGSEONGWU #옹성우 #LAYERS https://t.co/SeZJbXVBLZ"
scoopwhoopnews,17462,2020-03-24 12:34:55,#ICMR has released a study that predicts how fast #COVID2019 cases will increase in #Delhi and the numbers are unse… https://t.co/OOYK0sVCyj
TeamSamirShaikh,526,2020-03-24 12:34:45,"Famous designer #MariaB husband behind bars. Their servant tested positive for #Coronovirus, and he was sent to his… https://t.co/FG0Y06ZLVl"
ians_india,33144,2020-03-24 12:34:45,#AndhraPradesh Education Minister A Suresh on Tuesday announced the postponement of the Class X board examinations… https://t.co/3Yy22bscAf
parimmalksinha,1633,2020-03-24 12:34:44,#COVID2019 : Total case reported of Covid19 across India is 519. Today 52 new cases reported. Yesterday it was 467 @ndtv @ndtvindia
xxixicv,135,2020-03-24 12:34:44,It is for the living to laud your heroism. Pakistan 🇵🇰 &amp; the rest of the world is very proud of you. Thank you for… https://t.co/5G6dl2lZwG
Ashish_1905,6960,2020-03-24 12:34:35,"Jab Priorities hi hamari mandir hai to health care par kaun invest karega !!!
4500 ka to sirf #COVID2019 test india… https://t.co/Q1hGA686b2"
99acresIndia,68896,2020-03-24 12:34:33,"#Covid2019 | #CREDAI proposes measures and policies to aid the #RealEstate sector. Know from Satish Magar,… https://t.co/9pABYkvCan"
PawanKumarRuia,933,2020-03-24 12:34:25,Let's support our health practitioners and unite in the fight against COVID-19. Stay updated and take all the preca… https://t.co/vzUQPUxXzh
PrivilegedVictm,2568,2020-03-24 12:34:22,"If you can eat a bat, you can eat a joke...relax assholes

#COVIDIDIOTS #COVIDActNow #COVIDIOTS #COVID2019… https://t.co/Tz3OGegZWj"
cbshak,524,2020-03-24 12:34:15,"25% of Americans polled by #Axios said they've gone out to eat in the past week, down from 56%.
#COVIDー19 #COVID2019"
DunyaNews,2009112,2020-03-24 12:34:10,"PM Imran Khan announces to cut petrol, diesel prices by Rs. 15 per litre
#DunyaUpdates #DunyaNews #DunyaVideos… https://t.co/o6JcMzbBHu"
PrivilegedVictm,2568,2020-03-24 12:34:10,"@NextShark If you can eat a bat, you can eat a joke...relax assholes

#COVIDIDIOTS #COVIDActNow #COVIDIOTS… https://t.co/ctMRwxYOc9"
ManfredEvanz_,60,2020-03-24 12:34:10,"Communism two-month trial in the Philippines starts now

#COVID2019 #EmergencyPowers"
icecoldmusik,803,2020-03-24 12:34:04,Is better we lockdown dis country now is getting worse 🙏 #COVID2019 #LockdownGhana
GkGst,9,2020-03-24 12:34:02,"Follow us for getting regular updates 👇 
#LockdownNow #Hantavirus #CoronavirusLockdown #COVIDIDIOTS… https://t.co/fyghHGx2vn"
Katerine_Swann,224,2020-03-24 12:34:01,"Everyone else: THIS FEELS LIKE A DYSTOPIAN MOVIE, i feel so weird, this is insane!
Me, an Italian: day 15 of lockdo… https://t.co/CsGJO635zu"
gcast712,575,2020-03-24 12:33:59,"Truth is something so noble that if God could turn aside from it, I could keep the truth &amp; let God go~Meister Eckha… https://t.co/zwueo3K154"
fborzik,29,2020-03-24 12:33:57,Seriously @Amazon? You invite me now to work full time in Madrid office? I guess I'll pass. #COVID2019 #remotework https://t.co/zMypSvJl8l
lowkarlobaat,1,2020-03-24 12:33:57,"Any1 wth over 10k fllwrs shud catch #corona
#CoronavirusLockdown 
#CoronaVirusUpdate 
#CoronavirusOutbreak… https://t.co/sTzUjlPJxH"
DDKisanChannel,58237,2020-03-24 12:33:57,"PLEASE RETWEET -
PM @narendramodi will address the Nation on #COVID19 TONIGHT at 8 PM on @DDNational &amp; Live-Stream… https://t.co/wqw7Q6rBtE"
iSharmaKRahul,120,2020-03-24 12:33:56,"I want to donate. Can anyone please tell me if there is any Doctors Welfare Fund?
@narendramodi
@ArvindKejriwal… https://t.co/YoLfASnRaA"
iammjsings,1936,2020-03-24 12:33:54,"BYO peeps are roaming the city like there's some secret super powers and antidotes that were given ngilele 😩

#COVID2019 #coronavirusZim"
Sophihi,22,2020-03-24 12:33:48,At the moment in all this chaos and stress (work related) I have to remind myself how lucky I am to even have a job… https://t.co/BV3vs7SIyx
guwahatiplus,18145,2020-03-24 12:33:47,"Out of 36 states, union territories, 23 have registered at least one case of coronavirus in India.

@MoHFW_INDIA… https://t.co/fIE7FPDRac"
Manan259,32,2020-03-24 12:33:46,liquor shops in Gurugram open &amp; crowded no sensitivity towards the control of COVID-19 #COVID2019 #COVIDIDIOTS… https://t.co/FVMn0FbSBw
SkymetWeather,70694,2020-03-24 12:33:46,#coronaupdatesindia There will be complete lockdown in #WestBengal from 5pm on Tuesday: CM #MamataBanerjee.… https://t.co/un2kos3ezp
AsiavilleNews,2318,2020-03-24 12:33:45,"Delhi government to give Rs 5,000 to every construction worker: @ArvindKejriwal 

#CoronavirusLockdown… https://t.co/CVgFeRsHFT"
SalmanAhmed184,23,2020-03-24 12:33:44,"China to the whole world:
🙂
#COVID2019  #Hantavirus https://t.co/VuOAK0Pdkg"
shakshiprashant,154,2020-03-24 12:33:40,Government asks States/UTs to ensure operational continuity of Print and Electronic Media in view of threat of… https://t.co/WYHDG2ZvWJ
arshi_1804,102,2020-03-24 12:33:40,@hjethliya @2511Jainish @kshitee_naik   @iMaitriP  @mihir_mandaliya  what you guys are doing to beat the boredom 🤩👏… https://t.co/hC6RgELpCb
PrideofPunjabis,467,2020-03-24 12:33:36,#PrideOfPunjabis NGO volunteers doing Sanitizing Sewa in Spiritual places in this epidemic crisis because we Believ… https://t.co/V4PbgeaMEX
intellisean,8,2020-03-24 12:33:34,@RealJamesWoods @realDonaldTrump Correction: #COVID2019 is the most dangerous thing to happen to America since… https://t.co/Y0Z3eBW6i4
harshjeet98,2763,2020-03-24 12:33:33,"#Hantavirus
YouTube video by News tak! (Hindi) 
https://t.co/y7fkAp8BtZ

#COVIDIDIOTS #COVIDー19 #COVID2019 #Coronavirus"
ThakurS07780802,2,2020-03-24 12:33:33,"Bihari people's are not understanding what is #CaronavirusIndia affects.
Lockdown is not working for awareness agai… https://t.co/CV7mmrwj4T"
StvenGoldstein,2373,2020-03-24 12:33:32,"#COVID2019 U.S. survival tip:
Listen to your Democratic Governor.  
If you don’t have one, listen to the nearest one."
tv9gujarati,426773,2020-03-24 12:33:30,Delhi: Resident Doctors Association (RDA) of All India Institute of Medical Sciences (AIIMS) has written to Home Mi… https://t.co/0TlzwCZsVM
youthindiaspeak,6,2020-03-24 12:33:30,"✅Over 1 lakh coronavirus infected patients have recovered from the disease across the world.

❌3,50,000 have more b… https://t.co/mrpTsZ7jBG"
gauri_maulekhi,1834,2020-03-24 12:33:29,"Govt of Goa directs Veterinary Health Services to remain functional amid the lockdown, in compliance with the order… https://t.co/zaTNJKMRIF"
Luna_Grangr,207,2020-03-24 12:33:28,@Richr_rd @TheRashamiDesai @imrealasim They had made plans to meet in April but it got cancelled because of… https://t.co/OBK4xFBxAS
AdityaK45112011,171,2020-03-24 12:33:28,"After #COVID2019
China has a new Virus 
#Hantavirus
https://t.co/QachfnfIVK"
MFAestonia,40592,2020-03-24 12:33:23,"Bring the outside in! #Estonian brands, technology, and innovation can bring the outside world in, during your… https://t.co/Z4C6UmSe3b"
Marigogz,149,2020-03-24 12:33:21,"@NC_Governor @NC_Governor why r u closing schools, biz, churches, &amp; charging people w/misdemeanors if they disobey… https://t.co/83vgbPfvbi"
PEOPLEWITHCOVID,58,2020-03-24 12:33:19,"Do you have #coronavirus? 
Are you tweeting about it or your #symptoms? 

tag me please, I’m here to collect all th… https://t.co/rqM73KPPTX"
MOOCsNews,5467,2020-03-24 12:33:17,#COVID2019 #MOOC https://t.co/dbJAE4KUog “Orphan Drug Act is for a rare disease &amp; this is as an extreme opposite of… https://t.co/56LNpdW5cV
GaramMeme,0,2020-03-24 12:33:16,"Saudi government has confirmed that this year the HAJJ❤️ may be canceled due to corona virus😠
#heartbreakingmoment… https://t.co/giMENP11zk"
NikuVerma4,0,2020-03-24 12:33:15,"Jio new plan details
https://t.co/S4ckJhp0dp

Due to #COVID2019 
#CoronavirusLockdown 
#jio
#coronaupdatesindia https://t.co/WvqUZloLB8"
CalpeNews,80,2020-03-24 12:33:09,"@PeterSchiff For those who want to buy #gold but cannot afford big amounts, you can use @vaultoro platform connecte… https://t.co/IQF43WFPwt"
networkrail,187671,2020-03-24 12:33:08,"ℹ️ #Coronavirus advice: #StayHomeSaveLives

Help us to help you and only travel if it is absolutely essential.

The… https://t.co/KCFwxUIiZr"
TheDispatch_,1335,2020-03-24 12:33:07,#watch: Appeal from  70 J&amp;K medical students stuck at Indo-Bangladesh to evacuate them. They've been asked to vacat… https://t.co/skXTwKxkDa
OMsinghel,65,2020-03-24 12:33:05,"Very important thread. Don't let it go. Please follow and read. 
#StayHomeIndia 
#StayAtHomeSaveLives 
#COVID2019 https://t.co/H8Cyu76Zv5"
TedSnowy,10,2020-03-24 12:33:01,"Quarantine day 10:
Have started reading classified advertisements 🙇

#COVIDIDIOTS #LockdownNow #StayAtHomeSaveLives… https://t.co/vnZjKPYhMs"
prettyantelope,34,2020-03-24 12:33:00,UT System Chancellor J​.​B. Milliken: Close All University of Texas System Libraries - Sign the Petition!… https://t.co/0i1wUa6jhg
OfficialIJSG,6726,2020-03-24 12:33:00,"What America did in 2001 established it's supremacy on the world by weapons.

Now China is doing the same by bio we… https://t.co/3Wt8rPtP4x"
KellyHill1928,526,2020-03-24 12:33:00,I am not a New Yorker but my favorite part of the day is @NYGovCuomo presser! #COVID2019
Marigogz,149,2020-03-24 12:32:54,"@NC_Governor y r u closing schools, biz, churches, &amp; charging people w/misdemeanors if they disobey u &amp; @PPFA  abor… https://t.co/49WbTJS5eE"
imAbelwal,247,2020-03-24 12:32:54,#BREAKING: India updates total positive #CoronaVirus cases in the country to 519 out of which 470 are active curren… https://t.co/VW0jITXJ3L
vandan4495,71,2020-03-24 12:32:53,They messed up big time. They are the biggest #COVIDIDIOTS #COVID2019 https://t.co/Sm5wUKRGKe
vag1453,17,2020-03-24 12:32:53,Please retweet!! #μένουμε_σπίτι #COVID2019 #COVIDー19 #Covid_19 #menoumesties #απαγορευσηκυκλοφοριας… https://t.co/UHEQO0qmw3
omarslopezarce,1963,2020-03-24 12:32:52,I’m more afraid of what these people may come up with than what the final outcome of the #COVID2019 may be. https://t.co/g0jIn7dDdy
RichSementa,20758,2020-03-24 12:32:49,"Blame NYC’s de Blasio, Not Trump, for Spread of #Coronavirus in U.S. #CoronavirusPandemic #COVID2019 https://t.co/yAhqOtrR95"
hasham_malik_pk,0,2020-03-24 12:32:48,"Vaccination of CoronaVirus by Pakistan Police 😂😂😂
#CoronavirusLockdown #LockdownNow #COVID19Pakistan #COVID2019 https://t.co/rOXNtCTNWC"
rssurjewala,1145275,2020-03-24 12:32:43,"2/2
Dear PM,
Pl tell the Nation today-

1. After giving test licences to 14 companies, why only leave 1 Gujarat Co… https://t.co/tWPq3D2z3k"
dydbetting,3325,2020-03-24 12:32:38,"🚨 #FreeBet 24.03.2020 🚨

#ICEHOCKEY 🏒
#Belarus_Extraleague
#Time - 6.30pm (+2 GMT)
#odds - 2.23
#Amount placed - 30… https://t.co/lqzsnbPVpe"
GabdgMedia,198,2020-03-24 12:32:37,"🔴BREAKING NEWS: President Duterte is expected to adress the country tonight between 10-11pm. 

(FOLLOW THIS THREAD… https://t.co/TTj52kfxcI"
PrivacyWallOrg,392,2020-03-24 12:32:32,"😷

1⃣2⃣3⃣4⃣5⃣6⃣7⃣8⃣9⃣🔟
🇨🇳🇮🇹🇺🇸🇪🇸🇩🇪🇮🇷🇫🇷🇰🇷🇨🇭🇬🇧

🦟  Track #COVIDIDIOTS updates around the world using the Johns Hopkins… https://t.co/hXwALOn5kC"
gauri_maulekhi,1834,2020-03-24 12:32:28,Govt of Uttar Pradesh directs Veterinary Health Services and animal feeding to remain operational during lockdown.… https://t.co/8qkgr0IVAY
minustimore,135,2020-03-24 12:32:27,"This book is timely
Get it here: https://t.co/CSRzB4s3jD
#COVID2019 #COVIDIDIOTS #Covid19Out #Hantavirus China… https://t.co/8RZ2McssSn"
1991_eralp,601,2020-03-24 12:32:27,mood #Hantavirus #COVID2019 https://t.co/UYlQM3ytg1
ibrijmohanJi,14202,2020-03-24 12:32:22,"Gujarat lockdown: Over 400 detained for violations of #lockdown

#StayAtHomeSaveLives
#COVID2019"
enews2009,174,2020-03-24 12:32:19,"@realDonaldTrump, you are NOT A DOCTOR. PEOPLE STOP LISTENING TO THIS MANIAC AND FOLLOW THE HEALTH PROFESSIONALS RE… https://t.co/1JYdhgXpIy"
JHUCAIH,392,2020-03-24 12:32:17,"Social distancing can be done in the beauty of nature. 
Protect loved ones from germs🦠.
Learn more:… https://t.co/BlpCehY9PS"
AamirHu87949414,1,2020-03-24 12:32:16,Alert! RSS and BJP are having cure for COVID_19.The cure is cow urine😂😂😂#COVID2019 #Italy #BJP #India #medicine #Iran #USA #COVIDIDIOTS
DuniaBaban,519,2020-03-24 12:32:11,Also the Najaf season is starting 300 000 visits from Iran will have massive effect on #Kurdistan Region as well no… https://t.co/3lURxscKvG
strictlyRhythm_,1018,2020-03-24 12:32:08,@manoranjanpegu @northeastblog To anyone concerned. #COVID2019 https://t.co/cY0PPEib7t
ZainJain1,2,2020-03-24 12:32:08,"@soumitro_c This is... what else to say? No #NirmalaSitharaman, we don't need free cash withdrawals. We need strong… https://t.co/hKUEpq9WTo"
BodyguardOne,1166,2020-03-24 12:32:03,Love him or hate him @fordnation has done a remarkable job at handling this crisis. Soon to come today are HYDRO sa… https://t.co/eFvzU4Q8cC
inthebullring,526,2020-03-24 12:32:01,"The church building and office is closed until further notice, however please note that you can contact us on our u… https://t.co/23FHegGUmy"
thefiagbe,264,2020-03-24 12:32:00,"Our health workers ❤😭
#COVID2019"
Sedoizma,638,2020-03-24 12:31:57,"Hi guys bro.
#coronatuerkiye #vaka1539 #koronawirus #COVID2019 #Hantavirus  #hanta #Hanta_Virus #Korona https://t.co/q8qGrMggci"
ackocher,724,2020-03-24 12:31:56,"The EOIR kept Varick Immigration Court in downtown NYC open until a case of coronavirus was confirmed, which likely… https://t.co/KhqIggrcrk"
SkymetWeather,70694,2020-03-24 12:31:53,#coronaupdatesindia #IndianRailways to release full salary to lakhs of contractual workers during suspension of ser… https://t.co/7i0qUugI3O
appcsocialmedia,34400,2020-03-24 12:31:49,President of Pakistan Dr. @ArifAlvi special message on #CoronaVirus preventive measures and mental #health.… https://t.co/xdwA9apJ4w
AlexandroSVE,80,2020-03-24 12:31:46,"China is the reason why Corona has become a pandemic, It's mainly because they have a lot of street shops with diff… https://t.co/U8BiQNTFd7"
Shwe_t,593,2020-03-24 12:31:45,"#Treasure Island time! – My #Blog #Lockdown #Day2 #TuesdayThoughts #tuesdayvibes #COVID2019 
 https://t.co/9TnJlBnoKI"
xxixicv,135,2020-03-24 12:31:45,"Once #COVID2019 test kits are available for massive testing, expect a plunge rate of infections. Let's also hope fo… https://t.co/dM49oQ4ZP6"
englishteachai,6,2020-03-24 12:31:43,@dpreducation Game changer! Perhaps tag those who may benefit. It’s been a rock for our school and even more so dur… https://t.co/TwFp3lupgl
MonPrinCyclope,929,2020-03-24 12:31:39,"#Quarantine , Today in #Morocco ( #Agadir ) :

#StayAtHome #StayOrDecay #بقا_فدارك #بقا_فدارك_باش_تحمي_بلادك… https://t.co/gwqtNJgah0"
VirginRadioOman,830,2020-03-24 12:31:32,This is only a precaution... #VirginRadioOman #Oman #Hotels #Tourism #CoronaVirusUpdate #Coronavius #COVID2019… https://t.co/pqgjdLzr0B
nasty_pj,174,2020-03-24 12:31:32,"Thinking of incarcerated people this morning, like ibn Kenyatta, who is nearly 75 and shouldn't be incarcerated to… https://t.co/AKkuEl1OhI"
AdityaRajKaul,253571,2020-03-24 12:31:30,#BREAKING: India updates total positive #CoronaVirus cases in the country to 519 out of which 470 are active curren… https://t.co/C4YF4lO7Kb
thinkta61773913,14,2020-03-24 12:31:30,@ArvindKejriwal Sir what about the cops who are beating people relentlessly???? Please take some action against the… https://t.co/EFPxMQUTFp
hassaanhydri,24,2020-03-24 12:31:30,"This is why I don't wanna be a anchor 😂

@ARYNEWSOFFICIAL #LockdownNow #CoronavirusLockdown #ASTAGHFIRULLAH… https://t.co/zFJfmUiSJl"
cbshak,524,2020-03-24 12:31:27,"Cable news networks have seen viewership surge more than 50% since the beginning of the year, according to an analy… https://t.co/aB7eyNEcEj"
FaheemI34909891,0,2020-03-24 12:31:18,"Srinagar’s first COVID-19 Positive case successfully treated: Director SKIMS
#CoronavirusLockdown
#COVID2019… https://t.co/hQp2vMF3L3"
iserdindia,139,2020-03-24 12:31:17,Extension of Last Date to Register for Patent Agent Examination to 15.04.2020 amid COVID-19 outbreak.… https://t.co/fw2jVNHdb0
SkymetWeather,70694,2020-03-24 12:31:16,"#coronaupdatesindia 2 people test positive in #Srinagar, number of cases in J&amp;K rise to 6.

#coronavirusindia… https://t.co/bvFwB8vzJ9"
DDKisanChannel,58237,2020-03-24 12:31:16,"PLEASE RETWEET-
Watch special programme on #COVID19, this evening from 7 pm onward on @DDNewslive and Live-Stream o… https://t.co/ZP9H0wNwV8"
Telegraph,2831149,2020-03-24 12:31:13,"🚨 BREAKING: The Tokyo Olympics have been delayed by a year 

All the latest on #COVID2019 👇

https://t.co/nLL70XUQlN https://t.co/L802wJZPCJ"
AshokLuitel,45,2020-03-24 12:31:13,"Lockdown my street. #COVID2019 #CoronavirusLockdown
#covid19nepal https://t.co/jUOpEnhJyA"
moneycontrolcom,763748,2020-03-24 12:31:12,#COVID2019 | India will be able to effectively tackle the #coronaviruspandemic because it eradicated polio and smal… https://t.co/KizJIRC5uX
subrataNE,219,2020-03-24 12:31:11,"Right call by @Tokyo2020 to postpone games to 2021 due to #COVID2019 pandemic!

https://t.co/jttIOiccK0"
pahaag,49,2020-03-24 12:31:10,It's been a week and I am seriously feeling the walls closing in. I am so thankful I work from home but this is alm… https://t.co/BSRREghigA
JoyLove221,3469,2020-03-24 12:31:10,Audio. Please listen. Do not take anything unless ordered by your doctor! #COVID2019 https://t.co/3CEsYbOekc
OpenSenseLabs,351,2020-03-24 12:31:09,Our entire team is #workingfromhome amid this #COVID2019 pandemic. Here's a glimpse of their vibrant work stations.… https://t.co/re1iATAIu5
akhilnaithani,110,2020-03-24 12:30:56,"SCARY: 
Must watch animation on #Corona 

#CoronavirusLockdown
#CoronavirusOutbreakindia
#CoronaVirusUpdate… https://t.co/tP9HufKw03"
jborocz,645,2020-03-24 12:30:56,"#covid2019 requires a #global #response.  #Cooperation, #solidarity, #rational #redistribution of #resources NOW!

https://t.co/E1X708XxFe"
laudyfarhat99,74,2020-03-24 12:30:52,Don’t abandon them. #Corona #COVID2019 #فيروس_كورونا https://t.co/GoG5ZKC0hB
Gaurav90434771,27,2020-03-24 12:30:40,Beware corona is looking at you 👁👁👁 #StayAtHomeSaveLives #LockdownNow #COVID2019 #CoronavirusLockdown https://t.co/97kw2yiRTN
iAnushreeGoel,305,2020-03-24 12:30:39,"India’s first indigenous #COVID2019 test kit by #Mylab has been approved for commercial use by CDSCO, Govt. Of Indi… https://t.co/Li3LVtYpQ9"
HanaanChoudhary,19,2020-03-24 12:30:39,Only a few days into quarantine and we’re already losing our minds. We should take notes from Kashmiris on how to s… https://t.co/gLXbIdO6l4
DMKANDOIT,1212,2020-03-24 12:30:34,"I am never going to debate anyone regarding their opinion on politics until they explain their view on this.
Thanks… https://t.co/r2bNzufTCK"
joeklein,2493,2020-03-24 12:30:32,The United States Small Business Administration found that over 90% of companies fail within two years of being str… https://t.co/ndlRQDBqS0
abhishekjha157,387,2020-03-24 12:30:30,"#CoronaAlet 
#India has crossed 500 marks of total persons infected with #COVID2019 .

As of now 470 active cases a… https://t.co/fvQC1ajqYl"
NyashaSimon,2019,2020-03-24 12:30:29,The economic impact of #COVID2019 on Africa will be similar to what Europe experienced after the world wars. https://t.co/YMQO8irfLe
thefiagbe,264,2020-03-24 12:30:27,"Italy 🇮🇹😭🙏
https://t.co/RzVmOQaqh7
#COVID2019"
Bantish_bunny,34,2020-03-24 12:30:24,"BSNL changed his network name to STAY AT HOME 🇮🇳 Good Initiative 👌

#BSNL #Hantavirus #COVID19Pakistan #LockdownNow… https://t.co/L3VyOe5JPq"
meyer_resende,954,2020-03-24 12:30:22,"Let's not forget this tweet of 14 January. At that point many doctors in Wuhan knew the problem, but they were repr… https://t.co/dCZaDAGTqj"
Aspies123,2548,2020-03-24 12:30:22,"We want to hear from FAUCI. Go to work and die. 46,000 cases of coronavirus and spreading. People are dying.  Young… https://t.co/R8kMD6EWCv"
chu_chay27,142,2020-03-24 12:30:17,"Keep safe and healthy our dearest frontliners we're praying for you all❤️
#COVID2019 https://t.co/wqzpVpSPsy"
UB_Computing,424,2020-03-24 12:30:16,"We are working virtually. We even had our first #virtualteacoffeebreak on #MicrosoftTeams. 
All staff… https://t.co/FBZPO0A9xh"
AamirBaigHere,251,2020-03-24 12:30:15,Beneficial Measurements About Corona Virus. please follow and share Much As you Can. #AamirBaig #Lahore #Pakistan… https://t.co/Wk4RqDh61z
mapsofworld,5129,2020-03-24 12:30:11,#CoronavirusPandemic | Stay with @mapsofworld for all the #Live updates on the IG LIVE with Dr. Tedros and Maria Va… https://t.co/QVicjZf69o
Obengnat,620,2020-03-24 12:30:07,"Breakdown of COVID19 cases in Ghana as at now: 

a. 1,030 people under mandatory quarantine 

b. 611 had their samp… https://t.co/zEuGmJNKkU"
adayalk,163,2020-03-24 12:30:06,"@PMOIndia @drharshvardhan
@LtGovDelhi @ArvindKejriwal #COVID2019 #Covid_19india from 21/20 onward we are inwardly a… https://t.co/I6t5UNM3Am"
CharityJob,17378,2020-03-24 12:30:06,Looking after your mental health during a lockdown is vital 👇 Now is a tricky time to be working in the sector. But… https://t.co/xtSJPBnwiH
ChinaEmbSL,193,2020-03-24 12:30:03,"We need Frozen and Frozen 2 to cut the spread.

#COVID2019 #lockdown #Curfew https://t.co/6WiOr1kRYJ https://t.co/g5K3eMuD4u"
cbshak,524,2020-03-24 12:30:02,"51% of Americans are increasing their consumption of news amid the coronavirus outbreak, with 49% checking on the n… https://t.co/TDARbqAam8"
DDNational,368544,2020-03-24 12:30:02,"PLEASE RETWEET-
Watch special programme on #COVID19, this evening from 7 pm onward on @DDNewslive and Live-Stream o… https://t.co/us7hhqDZmb"
newsbluntmedia,311,2020-03-24 12:30:01,Delhi: Resident Doctors Association (#RDA) of All India Institute of Medical Sciences (#AIIMS) has written to Home… https://t.co/b06myo5qaO
oyeDimpLe,29,2020-03-24 12:30:00,"Just like Ludo
*If you are in home you are safe*

#LockdownNow #CoronavirusLockdown #COVID19Pakistan #COVID2019… https://t.co/BYXtQcUN8D"
TPE_connect,736,2020-03-24 12:30:00,"Punjab fears rise in cases after 90,000 NRIs return home amid coronavirus outbreak.. #Punjab #India #Lockdown… https://t.co/WPWC7OjaEi"
BhupeshMoscow,18,2020-03-24 12:29:57,India fighting Quranavirus(from desert) Crownavirus(from Italy) and Coronavirus(from China) simultaneously.… https://t.co/CvFM07hLUg
Dewan_Ali,367,2020-03-24 12:29:53,"Damn Woman!
#Corona #Korea #coronavirus #COVID2019 #CoronavirusOutbreak #lockdown #CoronavirusPandemic https://t.co/dpQhDIJuLK"
djordjenesic,432,2020-03-24 12:29:51,#Belgrade Fair building is ready for its new purpose #COVID2019 https://t.co/IK1ycXIuaP
bhhatu,253,2020-03-24 12:29:48,"Some Times Positivity Kills You..

                              ~ Corona Virus

#COVIDIDIOTS #StayAtHomeSaveLives… https://t.co/GPHV5wDWc2"
TobHRD,126,2020-03-24 12:29:44,"#CoronaVirusUpdate 
#Solidarity #StaySafe

#couldntresist #CyberSecurity #CyberAttack #Hacking #Hackers #HackerNews… https://t.co/HizsheRb4S"
SmallTalkYT,59,2020-03-24 12:29:40,Hi! I'm on my 10th day under lockdown in Spain. In this video I share my experience and analyse the situation back… https://t.co/iVxMfu1Vp3
mj_elquiero,149,2020-03-24 12:29:36,"""Cause you are, you are the reason why I'm still hanging on
Cause you are, you are the reason why my head is still… https://t.co/X6iIlvCIy2"
yadavsatish8895,30,2020-03-24 12:29:35,"The country still not overcame with #COVID2019 , now the new virus came into the picture
#Hantavirus"
amit29035,111,2020-03-24 12:29:30,@MEAIndia Please clarify about international flights? Will international flts resume after 29 Mar(week after 22 Mar… https://t.co/ihTM8r8Q9K
AmanRoyal_,82,2020-03-24 12:29:27,Well Done 👍🏻 #CoronavirusLockdown #CoronaHero #COVID2019 https://t.co/DGHVgPXKLw
OleFashionGal,32,2020-03-24 12:29:27,"Easy answer, because there is *no* screening in Toronto or Canada. Trudeau and Bill Blair continue to lie to furthe… https://t.co/naOZfi098L"
LkSiripala,1,2020-03-24 12:29:25,"Earth : Hey, the humans you put here are destroying me. I don't know how long I can survive 
Mother nature : Say no… https://t.co/hwrE7mIGBI"
DEFindia,5277,2020-03-24 12:29:21,"Meet 𝗡𝗲𝗵𝗮 𝗦𝗮𝗹𝗶𝗻𝗮

An 18-year-old girl from Itki, Ranchi. She is a very dedicated and curious pupil. Working as a pa… https://t.co/ofj3ruPySw"
Antiochean,2053,2020-03-24 12:29:19,This is very sinister - a government taking so many powers upon themselves and then taking such action against unbo… https://t.co/UAg6NC5tNM
Farman_5,6,2020-03-24 12:29:15,"#Coronavirus got a friend to help...#Hantavirus ,first death confirmed to a Chinese man.

#covid19 #COVID2019 #ChineseVirus"
BlueGoblin,2091,2020-03-24 12:29:12,@houseparty mmmh that makes you think #COVID2019 https://t.co/bqNMgnYu7p
vmunshi1961,511,2020-03-24 12:29:11,"@ShashiTharoor Sir please don't draw similarities with dangerous #COVID2019 that too at the time of crisis.
If don'… https://t.co/z0hY58CDNR"
Ashish_1905,6960,2020-03-24 12:29:09,"All the doctors pls take care of urself, u guys hv more chances of getting infected bcz of being in contact wd d pa… https://t.co/U5RhZAvzKh"
migealdude2,16,2020-03-24 12:29:08,#earth #status On Holiday - #Corona  oh na na #COVID2019 #nature #pollution #environment #LockdownNow #lockdown… https://t.co/dN02TktAgT
echowombat,39,2020-03-24 12:29:04,Is it the shortage of breath or is it an uncomfortable bra? #COVID2019
jendifrancesco,91,2020-03-24 12:29:03,Your an #asshat @PierrePoilievre. #COVIDIDIOTS #COVID2019 #CoronaVirusCanada #Partisan #feckless https://t.co/v86Ch1HVHf
guwahatiplus,18145,2020-03-24 12:28:54,"Key announcements made by Finance Ministry to counter economic crisis due to #Coronavirus Pandemic.

@nsitharaman… https://t.co/tJv2Onp7dB"
imsagarsamrat,59,2020-03-24 12:28:50,"Please stay indoors! Please stay at home!
#COVID2019 https://t.co/qjsrva4c9V"
